ID,Data,Ano,Rodada,Equipe_mandante,Equipe_visitante,Gols_mandante,Gols_visitante,Mandante_UF,Visitante_UF,Vencedor,Arena,OBS
2017.11.0102,01/07/2017,2017,11,Atlético-GO,Santos,1,1,GO,SP,Empate,Olímpico,
2017.11.0103,02/07/2017,2017,11,Corinthians,Botafogo-RJ,1,0,SP,RJ,Mandante,Arena Corinthians,
2017.11.0104,02/07/2017,2017,11,Sport,Athletico-PR,1,0,PE,PR,Mandante,Ilha do Retiro,
2017.11.0105,02/07/2017,2017,11,Vitória,Bahia,0,0,ES,BH,Empate,Barradão,
2017.11.0106,02/07/2017,2017,11,Atlético-MG,Cruzeiro,3,1,MG,MG,Mandante,Independência,
2017.11.0107,02/07/2017,2017,11,Flamengo,São Paulo,2,0,RJ,SP,Mandante,Luso Brasileiro,
2017.11.0108,02/07/2017,2017,11,Coritiba,Vasco,2,2,PR,RJ,Empate,Vila Capanema,
2017.11.0109,02/07/2017,2017,11,Avaí,Ponte Preta,0,0,SC,SP,Empate,Ressacada,
2017.11.0110,03/07/2017,2017,11,Fluminense,Chapecoense,3,3,RJ,SC,Empate,Edson Passos,
2017.12.0111,08/07/2017,2017,12,Atlético-GO,Vitória,1,2,GO,BA,Visitante,Olímpico,
2017.12.0112,08/07/2017,2017,12,Vasco,Flamengo,0,1,RJ,RJ,Visitante,São Januário,
2017.12.0113,08/07/2017,2017,12,Corinthians,Ponte Preta,2,0,SP,SP,Mandante,Arena Corinthians,
2017.12.0114,09/07/2017,2017,12,Chapecoense,Athletico-PR,1,1,SC,PR,Empate,Arena Condá,
2017.12.0115,09/07/2017,2017,12,Bahia,Fluminense,1,1,BH,RJ,Empate,Fonte Nova,
2017.12.0116,09/07/2017,2017,12,Grêmio,Avaí,0,2,RS,SC,Visitante,Arena do Grêmio,
2017.12.0117,09/07/2017,2017,12,Cruzeiro,Palmeiras,3,1,MG,SP,Mandante,Mineirão,
2017.12.0118,09/07/2017,2017,12,Santos,São Paulo,3,2,SP,SP,Mandante,Vila Belmiro,
2017.12.0119,09/07/2017,2017,12,Botafogo-RJ,Atlético-MG,1,1,RJ,MG,Empate,Engenhão,
2017.12.0120,10/07/2017,2017,12,Coritiba,Sport,0,3,PR,PE,Visitante,Couto Pereira,
2017.13.0121,12/07/2017,2017,13,Atlético-MG,Santos,0,1,MG,SP,Visitante,Independência,
2017.13.0122,12/07/2017,2017,13,Ponte Preta,Bahia,0,3,SP,BH,Visitante,Moisés Lucarelli,
2017.13.0123,12/07/2017,2017,13,Fluminense,Botafogo-RJ,0,1,RJ,RJ,Visitante,Maracanã,
2017.13.0124,12/07/2017,2017,13,Vitória,Vasco,1,4,ES,RJ,Visitante,Barradão,
2017.13.0125,12/07/2017,2017,13,Palmeiras,Corinthians,0,2,SP,SP,Visitante,Palestra Itália,
2017.13.0126,12/07/2017,2017,13,Athletico-PR,Cruzeiro,0,2,PR,MG,Visitante,Arena da Baixada,
2017.13.0127,13/07/2017,2017,13,São Paulo,Atlético-GO,2,2,SP,GO,Empate,Morumbi,
2017.13.0128,13/07/2017,2017,13,Sport,Chapecoense,3,0,PE,SC,Mandante,Arena Pernambuco,
2017.13.0129,13/07/2017,2017,13,Flamengo,Grêmio,0,1,RJ,RS,Visitante,Luso Brasileiro,
2017.13.0130,13/07/2017,2017,13,Avaí,Coritiba,1,4,SC,PR,Visitante,Ressacada,
2017.14.0131,15/07/2017,2017,14,Corinthians,Athletico-PR,2,2,SP,PR,Empate,Arena Corinthians,
2017.14.0132,16/07/2017,2017,14,Palmeiras,Vitória,4,2,SP,BA,Mandante,Palestra Itália,
2017.14.0133,16/07/2017,2017,14,Vasco,Santos,0,0,RJ,SP,Empate,Engenhão,
2017.14.0134,16/07/2017,2017,14,Grêmio,Ponte Preta,3,1,RS,SP,Mandante,Arena do Grêmio,
2017.14.0135,16/07/2017,2017,14,Chapecoense,São Paulo,2,0,SC,SP,Mandante,Arena Condá,
2017.14.0136,16/07/2017,2017,14,Cruzeiro,Flamengo,1,1,MG,RJ,Empate,Mineirão,
2017.14.0137,16/07/2017,2017,14,Atlético-GO,Atlético-MG,1,2,GO,MG,Visitante,Olímpico,
2017.14.0138,16/07/2017,2017,14,Bahia,Avaí,1,1,BH,SC,Empate,Pituaçu,
2017.14.0139,16/07/2017,2017,14,Coritiba,Fluminense,1,2,PR,RJ,Visitante,Couto Pereira,
2017.14.0140,17/07/2017,2017,14,Botafogo-RJ,Sport,2,1,RJ,PE,Mandante,Engenhão,
2017.15.0141,19/07/2017,2017,15,Santos,Chapecoense,1,0,SP,SC,Mandante,Vila Belmiro,
2017.15.0142,19/07/2017,2017,15,Vitória,Grêmio,1,3,ES,RS,Visitante,Barradão,
2017.15.0143,19/07/2017,2017,15,Avaí,Corinthians,0,0,SC,SP,Empate,Ressacada,
2017.15.0144,19/07/2017,2017,15,Ponte Preta,Coritiba,4,0,SP,PR,Mandante,Moisés Lucarelli,
2017.15.0145,19/07/2017,2017,15,Atlético-MG,Bahia,0,2,MG,BH,Visitante,Independência,
2017.15.0146,19/07/2017,2017,15,São Paulo,Vasco,1,0,SP,RJ,Mandante,Morumbi,
2017.15.0147,19/07/2017,2017,15,Flamengo,Palmeiras,2,2,RJ,SP,Empate,Luso Brasileiro,
2017.15.0148,20/07/2017,2017,15,Fluminense,Cruzeiro,1,1,RJ,MG,Empate,Edson Passos,
2017.15.0149,20/07/2017,2017,15,Sport,Atlético-GO,4,0,PE,GO,Mandante,Ilha do Retiro,
2017.15.0150,20/07/2017,2017,15,Athletico-PR,Botafogo-RJ,0,0,PR,RJ,Empate,Arena da Baixada,
2017.16.0151,22/07/2017,2017,16,Vitória,Chapecoense,1,2,ES,SC,Visitante,Barradão,
2017.16.0152,22/07/2017,2017,16,Flamengo,Coritiba,2,1,RJ,PR,Mandante,Luso Brasileiro,
2017.16.0153,23/07/2017,2017,16,Santos,Bahia,3,0,SP,BH,Mandante,Pacaembu,
2017.16.0154,23/07/2017,2017,16,Avaí,Cruzeiro,1,0,SC,MG,Mandante,Ressacada,
2017.16.0155,23/07/2017,2017,16,Fluminense,Corinthians,0,1,RJ,SP,Visitante,Maracanã,
2017.16.0156,23/07/2017,2017,16,Sport,Palmeiras,0,2,PE,SP,Visitante,Arena Pernambuco,
2017.16.0157,23/07/2017,2017,16,Atlético-MG,Vasco,1,2,MG,RJ,Visitante,Independência,
2017.16.0158,23/07/2017,2017,16,Athletico-PR,Ponte Preta,0,2,PR,SP,Visitante,Arena da Baixada,
2017.16.0159,23/07/2017,2017,16,Atlético-GO,Botafogo-RJ,1,1,GO,RJ,Empate,Olímpico,
2017.16.0160,24/07/2017,2017,16,São Paulo,Grêmio,1,1,SP,RS,Empate,Morumbi,
2017.17.0161,29/07/2017,2017,17,Botafogo-RJ,São Paulo,3,4,RJ,SP,Visitante,Engenhão,
2017.17.0162,29/07/2017,2017,17,Palmeiras,Avaí,2,0,SP,SC,Mandante,Palestra Itália,
2017.17.0163,30/07/2017,2017,17,Chapecoense,Atlético-GO,1,2,SC,GO,Visitante,Arena Condá,
2017.17.0164,30/07/2017,2017,17,Bahia,Sport,1,3,BH,PE,Visitante,Fonte Nova,
2017.17.0165,30/07/2017,2017,17,Coritiba,Atlético-MG,0,2,PR,MG,Visitante,Couto Pereira,
2017.17.0166,30/07/2017,2017,17,Corinthians,Flamengo,1,1,SP,RJ,Empate,Arena Corinthians,
2017.17.0167,30/07/2017,2017,17,Grêmio,Santos,1,1,RS,SP,Empate,Arena do Grêmio,
2017.17.0168,30/07/2017,2017,17,Cruzeiro,Vitória,0,0,MG,BA,Empate,Mineirão,
2017.17.0169,31/07/2017,2017,17,Vasco,Athletico-PR,0,1,RJ,PR,Visitante,Raulino de Oliveira,
2017.17.0170,09/08/2017,2017,17,Ponte Preta,Fluminense,0,0,SP,RJ,Empate,Moisés Lucarelli,
2017.18.0171,02/08/2017,2017,18,Chapecoense,Bahia,1,1,SC,BH,Empate,Arena Condá,
2017.18.0172,02/08/2017,2017,18,Sport,Fluminense,2,2,PE,RJ,Empate,Ilha do Retiro,
2017.18.0173,02/08/2017,2017,18,Atlético-MG,Corinthians,0,2,MG,SP,Visitante,Mineirão,
2017.18.0174,02/08/2017,2017,18,Vitória,Ponte Preta,3,1,ES,SP,Mandante,Barradão,
2017.18.0175,02/08/2017,2017,18,Santos,Flamengo,3,2,SP,RJ,Mandante,Pacaembu,
2017.18.0176,02/08/2017,2017,18,Botafogo-RJ,Palmeiras,1,2,RJ,SP,Visitante,Engenhão,
2017.18.0177,02/08/2017,2017,18,Atlético-GO,Grêmio,0,1,GO,RS,Visitante,Olímpico,
2017.18.0178,03/08/2017,2017,18,São Paulo,Coritiba,1,2,SP,PR,Visitante,Morumbi,
2017.18.0179,03/08/2017,2017,18,Athletico-PR,Avaí,5,0,PR,SC,Mandante,Arena da Baixada,
2017.18.0180,03/08/2017,2017,18,Vasco,Cruzeiro,0,3,RJ,MG,Visitante,Raulino de Oliveira,
2017.19.0181,05/08/2017,2017,19,Corinthians,Sport,3,1,SP,PE,Mandante,Arena Corinthians,
2017.19.0182,05/08/2017,2017,19,Fluminense,Atlético-GO,3,1,RJ,GO,Mandante,Maracanã,
2017.19.0183,06/08/2017,2017,19,Flamengo,Vitória,0,2,RJ,BA,Visitante,Luso Brasileiro,
2017.19.0184,06/08/2017,2017,19,Coritiba,Chapecoense,2,0,PR,SC,Mandante,Couto Pereira,
2017.19.0185,06/08/2017,2017,19,Cruzeiro,Botafogo-RJ,0,0,MG,RJ,Empate,Mineirão,
2017.19.0186,06/08/2017,2017,19,Bahia,São Paulo,2,1,BH,SP,Mandante,Fonte Nova,
2017.19.0187,06/08/2017,2017,19,Palmeiras,Athletico-PR,0,1,SP,PR,Visitante,Palestra Itália,
2017.19.0188,06/08/2017,2017,19,Grêmio,Atlético-MG,2,0,RS,MG,Mandante,Arena do Grêmio,
2017.19.0189,06/08/2017,2017,19,Avaí,Santos,0,0,SC,SP,Empate,Ressacada,
2017.19.0190,06/08/2017,2017,19,Ponte Preta,Vasco,0,0,SP,RJ,Empate,Moisés Lucarelli,
2017.20.0191,12/08/2017,2017,20,Atlético-GO,Coritiba,1,0,GO,PR,Mandante,Olímpico,
2017.20.0192,12/08/2017,2017,20,Vitória,Avaí,0,1,ES,SC,Visitante,Barradão,
2017.20.0193,13/08/2017,2017,20,São Paulo,Cruzeiro,3,2,SP,MG,Mandante,Morumbi,
2017.20.0194,13/08/2017,2017,20,Vasco,Palmeiras,1,1,RJ,SP,Empate,Raulino de Oliveira,
2017.20.0195,13/08/2017,2017,20,Atlético-MG,Flamengo,2,0,MG,RJ,Mandante,Independência,
2017.20.0196,13/08/2017,2017,20,Sport,Ponte Preta,0,0,PE,SP,Empate,Ilha do Retiro,
2017.20.0197,13/08/2017,2017,20,Athletico-PR,Bahia,4,1,PR,BH,Mandante,Arena da Baixada,
2017.20.0198,13/08/2017,2017,20,Botafogo-RJ,Grêmio,1,0,RJ,RS,Mandante,Engenhão,
2017.20.0199,14/08/2017,2017,20,Santos,Fluminense,0,0,SP,RJ,Empate,Pacaembu,
2017.20.0200,23/08/2017,2017,20,Chapecoense,Corinthians,0,1,SC,SP,Visitante,Arena Condá,
2017.21.0201,19/08/2017,2017,21,Corinthians,Vitória,0,1,SP,BA,Visitante,Arena Corinthians,
2017.21.0202,19/08/2017,2017,21,Flamengo,Atlético-GO,2,0,RJ,GO,Mandante,Luso Brasileiro,
2017.21.0203,20/08/2017,2017,21,Grêmio,Athletico-PR,0,0,RS,PR,Empate,Arena do Grêmio,
2017.21.0204,20/08/2017,2017,21,Bahia,Vasco,3,0,BH,RJ,Mandante,Fonte Nova,
2017.21.0205,20/08/2017,2017,21,Cruzeiro,Sport,2,0,MG,PE,Mandante,Mineirão,
2017.21.0206,20/08/2017,2017,21,Ponte Preta,Botafogo-RJ,2,1,SP,RJ,Mandante,Moisés Lucarelli,
2017.21.0207,20/08/2017,2017,21,Avaí,São Paulo,1,1,SC,SP,Empate,Ressacada,
2017.21.0208,20/08/2017,2017,21,Palmeiras,Chapecoense,0,2,SP,SC,Visitante,Palestra Itália,
2017.21.0209,20/08/2017,2017,21,Coritiba,Santos,0,0,PR,SP,Empate,Couto Pereira,
2017.21.0210,21/08/2017,2017,21,Fluminense,Atlético-MG,2,1,RJ,MG,Mandante,Maracanã,
2017.22.0211,26/08/2017,2017,22,Fluminense,Vasco,0,1,RJ,RJ,Visitante,Maracanã,
2017.22.0212,26/08/2017,2017,22,Corinthians,Atlético-GO,0,1,SP,GO,Visitante,Arena Corinthians,
2017.22.0213,27/08/2017,2017,22,Ponte Preta,Atlético-MG,1,2,SP,MG,Visitante,Moisés Lucarelli,
2017.22.0214,27/08/2017,2017,22,Flamengo,Athletico-PR,2,0,RJ,PR,Mandante,Luso Brasileiro,
2017.22.0215,27/08/2017,2017,22,Bahia,Botafogo-RJ,1,2,BH,RJ,Visitante,Fonte Nova,
2017.22.0216,27/08/2017,2017,22,Palmeiras,São Paulo,4,2,SP,SP,Mandante,Palestra Itália,
2017.22.0217,27/08/2017,2017,22,Avaí,Chapecoense,1,0,SC,SC,Mandante,Ressacada,
2017.22.0218,27/08/2017,2017,22,Cruzeiro,Santos,1,1,MG,SP,Empate,Mineirão,
2017.22.0219,28/08/2017,2017,22,Coritiba,Vitória,0,1,PR,BA,Visitante,Couto Pereira,
2017.22.0220,02/09/2017,2017,22,Grêmio,Sport,5,0,RS,PE,Mandante,Arena do Grêmio,
2017.23.0221,09/09/2017,2017,23,Atlético-MG,Palmeiras,1,1,MG,SP,Empate,Independência,
2017.23.0222,09/09/2017,2017,23,Vasco,Grêmio,1,0,RJ,RS,Mandante,São Januário,
2017.23.0223,09/09/2017,2017,23,São Paulo,Ponte Preta,2,2,SP,SP,Empate,Morumbi,
2017.23.0224,10/09/2017,2017,23,Athletico-PR,Coritiba,1,1,PR,PR,Empate,Arena da Baixada,
2017.23.0225,10/09/2017,2017,23,Sport,Avaí,0,1,PE,SC,Visitante,Ilha do Retiro,
2017.23.0226,10/09/2017,2017,23,Santos,Corinthians,2,0,SP,SP,Mandante,Vila Belmiro,
2017.23.0227,10/09/2017,2017,23,Vitória,Fluminense,2,2,ES,RJ,Empate,Barradão,
2017.23.0228,10/09/2017,2017,23,Botafogo-RJ,Flamengo,2,0,RJ,RJ,Mandante,Engenhão,
2017.23.0229,10/09/2017,2017,23,Chapecoense,Cruzeiro,1,2,SC,MG,Visitante,Arena Condá,
2017.23.0230,11/09/2017,2017,23,Atlético-GO,Bahia,1,1,GO,BH,Empate,Olímpico,
2017.24.0231,16/09/2017,2017,24,Botafogo-RJ,Santos,2,0,RJ,SP,Mandante,Engenhão,
2017.24.0232,16/09/2017,2017,24,Ponte Preta,Atlético-GO,1,3,SP,GO,Visitante,Moisés Lucarelli,
2017.24.0233,17/09/2017,2017,24,Avaí,Atlético-MG,1,1,SC,MG,Empate,Ressacada,
2017.24.0234,17/09/2017,2017,24,Corinthians,Vasco,1,0,SP,RJ,Mandante,Arena Corinthians,
2017.24.0235,17/09/2017,2017,24,Athletico-PR,Fluminense,3,1,PR,RJ,Mandante,Arena da Baixada,
2017.24.0236,17/09/2017,2017,24,Flamengo,Sport,2,0,RJ,PE,Mandante,Luso Brasileiro,
2017.24.0237,17/09/2017,2017,24,Vitória,São Paulo,1,2,ES,SP,Visitante,Barradão,
2017.24.0238,17/09/2017,2017,24,Grêmio,Chapecoense,0,1,RS,SC,Visitante,Arena do Grêmio,
2017.24.0239,17/09/2017,2017,24,Cruzeiro,Bahia,1,0,MG,BH,Mandante,Mineirão,
2017.24.0240,18/09/2017,2017,24,Palmeiras,Coritiba,1,0,SP,PR,Mandante,Pacaembu,
2017.25.0241,23/09/2017,2017,25,Flamengo,Avaí,1,1,RJ,SC,Empate,Luso Brasileiro,
2017.25.0242,23/09/2017,2017,25,Santos,Athletico-PR,1,0,SP,PR,Mandante,Vila Belmiro,
2017.25.0243,24/09/2017,2017,25,São Paulo,Corinthians,1,1,SP,SP,Empate,Morumbi,
2017.25.0244,24/09/2017,2017,25,Chapecoense,Ponte Preta,1,0,SC,SP,Mandante,Arena Condá,
2017.25.0245,24/09/2017,2017,25,Coritiba,Botafogo-RJ,2,3,PR,RJ,Visitante,Couto Pereira,
2017.25.0246,24/09/2017,2017,25,Atlético-GO,Cruzeiro,1,2,GO,MG,Visitante,Olímpico,
2017.25.0247,24/09/2017,2017,25,Fluminense,Palmeiras,0,1,RJ,SP,Visitante,Maracanã,
2017.25.0248,24/09/2017,2017,25,Atlético-MG,Vitória,1,3,MG,BA,Visitante,Independência,
2017.25.0249,24/09/2017,2017,25,Bahia,Grêmio,1,0,BH,RS,Mandante,Fonte Nova,
2017.25.0250,25/09/2017,2017,25,Sport,Vasco,1,1,PE,RJ,Empate,Ilha do Retiro,
2017.26.0251,30/09/2017,2017,26,Vasco,Chapecoense,1,1,RJ,SC,Empate,São Januário,
2017.26.0252,30/09/2017,2017,26,Bahia,Coritiba,1,1,BH,PR,Empate,Fonte Nova,
2017.26.0253,30/09/2017,2017,26,Palmeiras,Santos,0,1,SP,SP,Visitante,Palestra Itália,
2017.26.0254,01/10/2017,2017,26,Grêmio,Fluminense,1,0,RS,RJ,Mandante,Arena do Grêmio,
2017.26.0255,01/10/2017,2017,26,Cruzeiro,Corinthians,1,1,MG,SP,Empate,Mineirão,
2017.26.0256,01/10/2017,2017,26,Botafogo-RJ,Vitória,2,3,RJ,BA,Visitante,Engenhão,
2017.26.0257,01/10/2017,2017,26,São Paulo,Sport,1,0,SP,PE,Mandante,Morumbi,
2017.26.0258,01/10/2017,2017,26,Avaí,Atlético-GO,0,2,SC,GO,Visitante,Ressacada,
2017.26.0259,01/10/2017,2017,26,Athletico-PR,Atlético-MG,0,2,PR,MG,Visitante,Arena da Baixada,
2017.26.0260,02/10/2017,2017,26,Ponte Preta,Flamengo,1,0,SP,RJ,Mandante,Moisés Lucarelli,
2017.27.0261,11/10/2017,2017,27,Athletico-PR,Atlético-GO,2,2,PR,GO,Empate,Arena da Baixada,
2017.27.0262,11/10/2017,2017,27,Botafogo-RJ,Chapecoense,2,1,RJ,SC,Mandante,Engenhão,
2017.27.0263,11/10/2017,2017,27,Corinthians,Coritiba,3,1,SP,PR,Mandante,Arena Corinthians,
2017.27.0264,11/10/2017,2017,27,Avaí,Vasco,1,2,SC,RJ,Visitante,Ressacada,
2017.27.0265,11/10/2017,2017,27,Atlético-MG,São Paulo,1,0,MG,SP,Mandante,Independência,
2017.27.0266,11/10/2017,2017,27,Grêmio,Cruzeiro,0,1,RS,MG,Visitante,Arena do Grêmio,
2017.27.0267,12/10/2017,2017,27,Ponte Preta,Santos,1,1,SP,SP,Empate,Moisés Lucarelli,
2017.27.0268,12/10/2017,2017,27,Vitória,Sport,1,2,ES,PE,Visitante,Barradão,
2017.27.0269,12/10/2017,2017,27,Flamengo,Fluminense,1,1,RJ,RJ,Empate,Maracanã,
2017.27.0270,12/10/2017,2017,27,Palmeiras,Bahia,2,2,SP,BH,Empate,Pacaembu,
2017.28.0271,07/10/2017,2017,28,Cruzeiro,Ponte Preta,2,1,MG,SP,Mandante,Mineirão,
2017.28.0272,14/10/2017,2017,28,Vasco,Botafogo-RJ,1,0,RJ,RJ,Mandante,Maracanã,
2017.28.0273,14/10/2017,2017,28,São Paulo,Athletico-PR,2,1,SP,PR,Mandante,Pacaembu,
2017.28.0274,15/10/2017,2017,28,Atlético-GO,Palmeiras,1,3,GO,SP,Visitante,Olímpico,
2017.28.0275,15/10/2017,2017,28,Fluminense,Avaí,1,0,RJ,SC,Mandante,Maracanã,
2017.28.0276,15/10/2017,2017,28,Chapecoense,Flamengo,0,1,SC,RJ,Visitante,Arena Condá,
2017.28.0277,15/10/2017,2017,28,Sport,Atlético-MG,1,1,PE,MG,Empate,Ilha do Retiro,
2017.28.0278,15/10/2017,2017,28,Bahia,Corinthians,2,0,BH,SP,Mandante,Fonte Nova,
2017.28.0279,15/10/2017,2017,28,Coritiba,Grêmio,0,1,PR,RS,Visitante,Couto Pereira,
2017.28.0280,16/10/2017,2017,28,Santos,Vitória,2,2,SP,BA,Empate,Pacaembu,
2017.29.0281,18/10/2017,2017,29,Atlético-GO,Vasco,0,1,GO,RJ,Visitante,Serra Dourada,
2017.29.0282,18/10/2017,2017,29,Coritiba,Cruzeiro,1,0,PR,MG,Mandante,Couto Pereira,
2017.29.0283,18/10/2017,2017,29,Atlético-MG,Chapecoense,2,3,MG,SC,Visitante,Independência,
2017.29.0284,18/10/2017,2017,29,Fluminense,São Paulo,3,1,RJ,SP,Mandante,Maracanã,
2017.29.0285,18/10/2017,2017,29,Corinthians,Grêmio,0,0,SP,RS,Empate,Arena Corinthians,
2017.29.0286,18/10/2017,2017,29,Avaí,Botafogo-RJ,1,1,SC,RJ,Empate,Ressacada,
2017.29.0287,19/10/2017,2017,29,Palmeiras,Ponte Preta,2,0,SP,SP,Mandante,Pacaembu,
2017.29.0288,19/10/2017,2017,29,Vitória,Athletico-PR,2,3,ES,PR,Visitante,Barradão,
2017.29.0289,19/10/2017,2017,29,Flamengo,Bahia,4,1,RJ,BH,Mandante,Luso Brasileiro,
2017.29.0290,19/10/2017,2017,29,Sport,Santos,1,1,PE,SP,Empate,Ilha do Retiro,
2017.30.0291,21/10/2017,2017,30,Vasco,Coritiba,1,1,RJ,PR,Empate,Maracanã,
2017.30.0292,22/10/2017,2017,30,Bahia,Vitória,2,1,BH,BA,Mandante,Fonte Nova,
2017.30.0293,22/10/2017,2017,30,Santos,Atlético-GO,1,0,SP,GO,Mandante,Vila Belmiro,
2017.30.0294,22/10/2017,2017,30,São Paulo,Flamengo,2,0,SP,RJ,Mandante,Pacaembu,
2017.30.0295,22/10/2017,2017,30,Grêmio,Palmeiras,1,3,RS,SP,Visitante,Arena do Grêmio,
2017.30.0296,22/10/2017,2017,30,Cruzeiro,Atlético-MG,1,3,MG,MG,Visitante,Mineirão,
2017.30.0297,22/10/2017,2017,30,Athletico-PR,Sport,2,1,PR,PE,Mandante,Arena da Baixada,
2017.30.0298,22/10/2017,2017,30,Ponte Preta,Avaí,1,2,SP,SC,Visitante,Moisés Lucarelli,
2017.30.0299,22/10/2017,2017,30,Chapecoense,Fluminense,2,0,SC,RJ,Mandante,Arena Condá,
2017.30.0300,23/10/2017,2017,30,Botafogo-RJ,Corinthians,2,1,RJ,SP,Mandante,Engenhão,
2017.31.0301,28/10/2017,2017,31,São Paulo,Santos,2,1,SP,SP,Mandante,Pacaembu,
2017.31.0302,28/10/2017,2017,31,Flamengo,Vasco,0,0,RJ,RJ,Empate,Maracanã,
2017.31.0303,28/10/2017,2017,31,Athletico-PR,Chapecoense,0,0,PR,SC,Empate,Arena da Baixada,
2017.31.0304,29/10/2017,2017,31,Fluminense,Bahia,1,1,RJ,BH,Empate,Maracanã,
2017.31.0305,29/10/2017,2017,31,Atlético-MG,Botafogo-RJ,0,0,MG,RJ,Empate,Independência,
2017.31.0306,29/10/2017,2017,31,Ponte Preta,Corinthians,1,0,SP,SP,Mandante,Moisés Lucarelli,
2017.31.0307,29/10/2017,2017,31,Vitória,Atlético-GO,1,1,ES,GO,Empate,Barradão,
2017.31.0308,29/10/2017,2017,31,Sport,Coritiba,3,4,PE,PR,Visitante,Ilha do Retiro,
2017.31.0309,29/10/2017,2017,31,Avaí,Grêmio,2,2,SC,RS,Empate,Ressacada,
2017.31.0310,30/10/2017,2017,31,Palmeiras,Cruzeiro,2,2,SP,MG,Empate,Palestra Itália,
2017.32.0311,04/11/2017,2017,32,Santos,Atlético-MG,3,1,SP,MG,Mandante,Vila Belmiro,
2017.32.0312,04/11/2017,2017,32,Atlético-GO,São Paulo,0,1,GO,SP,Visitante,Serra Dourada,
2017.32.0313,04/11/2017,2017,32,Botafogo-RJ,Fluminense,1,2,RJ,RJ,Visitante,Engenhão,
2017.32.0314,04/11/2017,2017,32,Coritiba,Avaí,4,0,PR,SC,Mandante,Couto Pereira,
2017.32.0315,05/11/2017,2017,32,Grêmio,Flamengo,3,1,RS,RJ,Mandante,Arena do Grêmio,
2017.32.0316,05/11/2017,2017,32,Cruzeiro,Athletico-PR,1,0,MG,PR,Mandante,Mineirão,
2017.32.0317,05/11/2017,2017,32,Corinthians,Palmeiras,3,2,SP,SP,Mandante,Arena Corinthians,
2017.32.0318,05/11/2017,2017,32,Bahia,Ponte Preta,2,0,BH,SP,Mandante,Fonte Nova,
2017.32.0319,05/11/2017,2017,32,Vasco,Vitória,1,1,RJ,BA,Empate,Maracanã,
2017.32.0320,05/11/2017,2017,32,Chapecoense,Sport,1,1,SC,PE,Empate,Arena Condá,
2017.33.0321,08/11/2017,2017,33,Ponte Preta,Grêmio,0,1,SP,RS,Visitante,Moisés Lucarelli,
2017.33.0322,08/11/2017,2017,33,Avaí,Bahia,1,2,SC,BH,Visitante,Ressacada,
2017.33.0323,08/11/2017,2017,33,Sport,Botafogo-RJ,1,2,PE,RJ,Visitante,Ilha do Retiro,
2017.33.0324,08/11/2017,2017,33,Athletico-PR,Corinthians,0,1,PR,SP,Visitante,Arena da Baixada,
2017.33.0325,08/11/2017,2017,33,Santos,Vasco,1,2,SP,RJ,Visitante,Vila Belmiro,
2017.33.0326,08/11/2017,2017,33,Vitória,Palmeiras,3,1,ES,SP,Mandante,Barradão,
2017.33.0327,08/11/2017,2017,33,Flamengo,Cruzeiro,2,0,RJ,MG,Mandante,Luso Brasileiro,
2017.33.0328,09/11/2017,2017,33,Atlético-MG,Atlético-GO,3,2,MG,GO,Mandante,Independência,
2017.33.0329,09/11/2017,2017,33,São Paulo,Chapecoense,2,2,SP,SC,Empate,Pacaembu,
2017.33.0330,09/11/2017,2017,33,Fluminense,Coritiba,2,2,RJ,PR,Empate,Maracanã,
2017.34.0331,11/11/2017,2017,34,Botafogo-RJ,Athletico-PR,0,1,RJ,PR,Visitante,Engenhão,
2017.34.0332,11/11/2017,2017,34,Corinthians,Avaí,1,0,SP,SC,Mandante,Arena Corinthians,
2017.34.0333,12/11/2017,2017,34,Vasco,São Paulo,1,1,RJ,SP,Empate,São Januário,
2017.34.0334,12/11/2017,2017,34,Grêmio,Vitória,1,1,RS,BA,Empate,Alfredo Jaconi,
2017.34.0335,12/11/2017,2017,34,Atlético-GO,Sport,2,0,GO,PE,Mandante,Olímpico,
2017.34.0336,12/11/2017,2017,34,Palmeiras,Flamengo,2,0,SP,RJ,Mandante,Palestra Itália,
2017.34.0337,12/11/2017,2017,34,Bahia,Atlético-MG,2,2,BH,MG,Empate,Fonte Nova,
2017.34.0338,12/11/2017,2017,34,Coritiba,Ponte Preta,1,1,PR,SP,Empate,Couto Pereira,
2017.34.0339,12/11/2017,2017,34,Cruzeiro,Fluminense,3,1,MG,RJ,Mandante,Mineirão,
2017.34.0340,13/11/2017,2017,34,Chapecoense,Santos,2,0,SC,SP,Mandante,Arena Condá,
2017.35.0341,15/11/2017,2017,35,Ponte Preta,Athletico-PR,2,1,SP,PR,Mandante,Moisés Lucarelli,
2017.35.0342,15/11/2017,2017,35,Grêmio,São Paulo,1,0,RS,SP,Mandante,Arena do Grêmio,
2017.35.0343,15/11/2017,2017,35,Cruzeiro,Avaí,2,2,MG,SC,Empate,Mineirão,
2017.35.0344,15/11/2017,2017,35,Vasco,Atlético-MG,1,1,RJ,MG,Empate,São Januário,
2017.35.0345,15/11/2017,2017,35,Corinthians,Fluminense,3,1,SP,RJ,Mandante,Arena Corinthians,
2017.35.0346,16/11/2017,2017,35,Palmeiras,Sport,5,1,SP,PE,Mandante,Palestra Itália,
2017.35.0347,16/11/2017,2017,35,Botafogo-RJ,Atlético-GO,1,2,RJ,GO,Visitante,Engenhão,
